angulo,X,Y,Z,XP,XN,YP,YN,ZP,ZN,Xr,Yr,Zr,XPr,XNr,YPr,YNr,ZPr,ZNr,X1,X2,X3,X4,Y1,Y2,Y3,Y4,Z1,Z2,Z3,Z4,X1r,X2r,X3r,X4r,Y1r,Y2r,Y3r,Y4r,Z1r,Z2r,Z3r,Z4r,S1P,S1N,S2P,S2N,S3P,S3N,S4P,S4N,P_EXC,P_ESQ,P_LAY
10.0000,2.17814,2.5794,1.48635,7.59397e-09,4.95175,7.55851e-09,5,5,7.82861e-08,2.17483,2.57783,1.48437,8.20082e-05,4.94294,4.53427e-05,4.99996,4.99997,0.000166797,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,8.3416e-09,5,5,1.67901e-08,5,1.67901e-08,1.67897e-08,1.67931e-08,1.67943e-08,1.67931e-08,1.67889e-08,5,8.44396e-09,5,5,2.47132,2.52868,2.54096,2.45904,2.45904,2.54096,2.52868,2.47132,-0.0001,-0.073975,-0.0736529
10.5000,2.17814,2.5794,1.48635,7.59397e-09,4.95175,7.55851e-09,5,5,7.82861e-08,2.17483,2.57783,1.48437,8.20082e-05,4.94294,4.53427e-05,4.99996,4.99997,0.000166797,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,8.3416e-09,5,5,1.67901e-08,5,1.67901e-08,1.67897e-08,1.67931e-08,1.67943e-08,1.67931e-08,1.67889e-08,5,8.44396e-09,5,5,2.47168,2.52832,2.54121,2.45879,2.45879,2.54121,2.52832,2.47168,-0.0001,-0.0739697,-0.073648
11.0000,2.17814,2.5794,1.48635,7.59397e-09,4.95175,7.55851e-09,5,5,7.82861e-08,2.17483,2.57783,1.48437,8.20082e-05,4.94294,4.53427e-05,4.99996,4.99997,0.000166797,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,8.34162e-09,5,5,1.67901e-08,5,1.67901e-08,1.67897e-08,1.67931e-08,1.67943e-08,1.67931e-08,1.67889e-08,5,8.44395e-09,5,5,2.47204,2.52796,2.54145,2.45855,2.45855,2.54145,2.52796,2.47204,-0.0001,-0.0739633,-0.073642
11.5000,2.17814,2.5794,1.48635,7.59397e-09,4.95175,7.55851e-09,5,5,7.82861e-08,2.17483,2.57783,1.48437,8.20082e-05,4.94294,4.53427e-05,4.99996,4.99997,0.000166797,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,8.34161e-09,5,5,1.67901e-08,5,1.67901e-08,1.67897e-08,1.67931e-08,1.67943e-08,1.67931e-08,1.67889e-08,5,8.44395e-09,5,5,2.4724,2.5276,2.5417,2.4583,2.4583,2.5417,2.5276,2.4724,-0.0001,-0.0739558,-0.0736351
12.0000,2.17814,2.5794,1.48635,7.59397e-09,4.95175,7.55851e-09,5,5,7.82861e-08,2.17483,2.57783,1.48437,8.20082e-05,4.94294,4.53427e-05,4.99996,4.99997,0.000166797,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,8.34161e-09,5,5,1.67901e-08,5,1.67901e-08,1.67897e-08,1.67931e-08,1.67943e-08,1.67931e-08,1.67889e-08,5,8.44395e-09,5,5,2.47277,2.52723,2.54194,2.45806,2.45806,2.54194,2.52723,2.47277,-0.0001,-0.0739471,-0.0736273
12.5000,2.17814,2.5794,1.48635,7.59397e-09,4.95175,7.55851e-09,5,5,7.82861e-08,2.17483,2.57783,1.48437,8.20082e-05,4.94294,4.53427e-05,4.99996,4.99997,0.000166797,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,8.34161e-09,5,5,1.67901e-08,5,1.67901e-08,1.67897e-08,1.67931e-08,1.67943e-08,1.67931e-08,1.67889e-08,5,8.44395e-09,5,5,2.47313,2.52687,2.54217,2.45783,2.45783,2.54217,2.52687,2.47313,-0.0001,-0.0739371,-0.0736184
13.0000,2.17814,2.5794,1.48635,7.59397e-09,4.95175,7.55851e-09,5,5,7.82861e-08,2.17483,2.57783,1.48437,8.20082e-05,4.94294,4.53427e-05,4.99996,4.99997,0.000166797,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,8.3416e-09,5,5,1.67901e-08,5,1.67901e-08,1.67897e-08,1.67931e-08,1.67943e-08,1.67931e-08,1.67889e-08,5,8.44395e-09,5,5,2.4735,2.5265,2.5424,2.4576,2.4576,2.5424,2.5265,2.4735,-0.0001,-0.0739258,-0.0736085
13.5000,2.17814,2.5794,1.48635,7.59397e-09,4.95175,7.55851e-09,5,5,7.82861e-08,2.17483,2.57783,1.48437,8.20082e-05,4.94294,4.53427e-05,4.99996,4.99997,0.000166797,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,8.34161e-09,5,5,1.67901e-08,5,1.67901e-08,1.67897e-08,1.67931e-08,1.67943e-08,1.67931e-08,1.67889e-08,5,8.44395e-09,5,5,2.47387,2.52613,2.54263,2.45737,2.45737,2.54263,2.52613,2.47387,-0.0001,-0.0739131,-0.0735973
14.0000,2.17814,2.5794,1.48635,7.59397e-09,4.95175,7.55851e-09,5,5,7.82861e-08,2.17483,2.57783,1.48437,8.20082e-05,4.94294,4.53427e-05,4.99996,4.99997,0.000166797,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,8.3416e-09,5,5,1.67901e-08,5,1.67901e-08,1.67897e-08,1.67931e-08,1.67943e-08,1.67931e-08,1.67889e-08,5,8.44395e-09,5,5,2.47425,2.52575,2.54286,2.45714,2.45714,2.54286,2.52575,2.47425,-0.0001,-0.0738987,-0.0735849
14.5000,2.17814,2.5794,1.48635,7.59397e-09,4.95175,7.55851e-09,5,5,7.82861e-08,2.17483,2.57783,1.48437,8.20082e-05,4.94294,4.53427e-05,4.99996,4.99997,0.000166797,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,8.34161e-09,5,5,1.67901e-08,5,1.67901e-08,1.67897e-08,1.67931e-08,1.67943e-08,1.67931e-08,1.67889e-08,5,8.44396e-09,5,5,2.47462,2.52538,2.54308,2.45692,2.45692,2.54308,2.52538,2.47462,-0.0001,-0.0738826,-0.0735711
