ang,peso,gx,gy,gz,desv_grad,b1_ideal,b1_medido,voto_ideal1_v,voto_ideal1_t,b2_ideal,b2_medido,voto_ideal2_v,voto_ideal2_t,b3_ideal,b3_medido,voto_ideal3_v,voto_ideal3_t,b4_ideal,b4_medido,voto_ideal4_v,voto_ideal4_t,cX1,tX1,cX2,tX2,cX3,tX3,cX4,tX4,XPv,XPt,Xv,Xt,XNv,XNt,cY1,tY1,cY2,tY2,cY3,tY3,cY4,tY4,YPv,YPt,Yv,Yt,YNv,YNt,cZ1,tZ1,cZ2,tZ2,cZ3,tZ3,cZ4,tZ4,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,empate_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,empate_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,0,8.10804,-0.0005,-0.0003,0,0,0.0005,0.000376,0,1,-0.0005,-0.000438,0,0,0.0005,0.00033,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,8.34162e-09,8.34163e-09,5,3.75402e-08,5,1.66832e-08,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.98591e-08,3.83804e-09,3.88058e-09,4.99997,5,5,4.99999,3.88058e-09,3.83804e-09,1.78049e-06,5,0,0,3,0,1,0,1,2,2,0
5,0.00190265,0.996195,0.084186,0.0225576,9.35586,-0.000444726,-0.000244724,2,2,0.000467283,0.000343284,0,1,-0.000551469,-0.000489468,2,0,0.000528912,0.000358912,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75378e-08,1.66832e-08,5,3.75444e-08,5,8.34197e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,6.78205e-09,3.83691e-09,3.88672e-09,0.000132114,5,5,5,3.88672e-09,3.83691e-09,4.99924,5,2,0,1,0,3,1,0,1,2,1
10,0.00379082,0.984808,0.167731,0.0449435,10.6486,-0.000386067,-0.000186068,2,2,0.00043101,0.000307008,0,1,-0.000598741,-0.00053674,2,0,0.000553798,0.000383796,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75423e-08,1.66832e-08,5,3.75443e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.28685e-09,3.83675e-09,3.89592e-09,2.26669e-07,5,5,5,3.89592e-09,3.83675e-09,4.99999,5,2,0,1,0,3,1,0,1,2,1
15,0.00565014,0.965926,0.25,0.0669873,11.9021,-0.000324469,-0.000124468,2,2,0.000391457,0.000267456,0,1,-0.000641457,-0.000579456,2,0,0.000574469,0.000404468,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.7543e-08,1.66832e-08,5,3.7543e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.9987e-09,3.83701e-09,3.90911e-09,1.94023e-08,5,5,5,3.90911e-09,3.83701e-09,5,5,2,0,1,0,3,1,0,1,2,1
20,0.00746646,0.939693,0.330366,0.0885213,13.0634,-0.000260403,-6.0404e-05,2,2,0.000348924,0.000224924,0,1,-0.00067929,-0.000617292,2,0,0.000590769,0.000420768,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75449e-08,1.66832e-08,5,3.7544e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.92488e-09,3.83836e-09,3.92825e-09,6.39089e-09,5,5,5,3.92825e-09,3.83836e-09,5,5,2,0,1,0,3,1,0,1,2,1
25,0.00922596,0.906308,0.408218,0.109382,14.1007,-0.000194354,5.644e-06,2,2,0.000303736,0.000179736,0,1,-0.000711954,-0.000649952,2,0,0.000602572,0.000432572,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75438e-08,1.66832e-08,5,3.75436e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.88724e-09,3.84154e-09,3.95857e-09,4.56246e-09,5,5,5,3.95857e-09,3.84154e-09,5,5,2,0,1,0,3,1,0,1,2,1
30,0.0109152,0.866025,0.482963,0.12941,14.9961,-0.000126826,7.3172e-05,2,2,0.000256236,0.000132236,0,1,-0.000739199,-0.0006772,2,0,0.000609789,0.000439788,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75434e-08,1.66833e-08,5,3.75431e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,4.99996,3.86077e-09,3.84665e-09,4.01763e-09,4.15642e-09,4.99996,5,5,4.01763e-09,3.84665e-09,5,5,2,0,1,0,3,1,0,1,2,1
35,0.0125214,0.819152,0.554032,0.148453,15.7403,-5.83336e-05,0.000141668,2,2,0.000206786,8.2788e-05,0,1,-0.000760818,-0.00069882,2,0,0.000612366,0.000442364,2,1,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,5,5,5,3.75439e-08,5,8.34161e-09,5,5,1.21974,1.81384,8.10796e-09,0.00123953,1.04896e-06,3.8409e-09,3.85372e-09,4.18293e-09,4.02747e-09,1.04896e-06,5,5,4.18293e-09,3.85372e-09,5,5,2,0,1,0,3,1,0,1,2,1
40,0.0140324,0.766044,0.620885,0.166366,16.3307,1.06032e-05,0.000210604,2,2,0.000155762,3.1764e-05,0,1,-0.000776648,-0.000714648,2,0,0.000610282,0.00044028,2,1,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,5,5,5,3.75428e-08,5,8.3416e-09,5,5,1.21974,1.81384,8.10796e-09,0.00123953,1.05485e-08,3.83664e-09,3.86294e-09,4.95802e-09,3.97188e-09,1.05485e-08,5,5,4.95802e-09,3.86294e-09,5,5,2,0,1,0,3,1,0,1,2,1
45,0.0154365,0.707107,0.683013,0.183013,16.7696,7.94593e-05,0.00027946,2,2,0.000103553,-2.0448e-05,0,1,-0.000786566,-0.000724568,2,0,0.000603553,0.000433552,2,1,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,5,5,5,3.75431e-08,5,8.34161e-09,5,5,1.21974,1.81384,8.10796e-09,0.00123953,4.29071e-09,3.83669e-09,3.8747e-09,1.21074e-08,3.94127e-09,4.29071e-09,5,5,1.21074e-08,3.8747e-09,5,5,2,0,1,0,3,1,0,1,2,1
