ang,peso,gx,gy,gz,desv_grad,b1_ideal,b1_medido,voto_ideal1_v,voto_ideal1_t,b2_ideal,b2_medido,voto_ideal2_v,voto_ideal2_t,b3_ideal,b3_medido,voto_ideal3_v,voto_ideal3_t,b4_ideal,b4_medido,voto_ideal4_v,voto_ideal4_t,cX1,tX1,cX2,tX2,cX3,tX3,cX4,tX4,XPv,XPt,Xv,Xt,XNv,XNt,cY1,tY1,cY2,tY2,cY3,tY3,cY4,tY4,YPv,YPt,Yv,Yt,YNv,YNt,cZ1,tZ1,cZ2,tZ2,cZ3,tZ3,cZ4,tZ4,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,empate_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,empate_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,-0,8.10804,-0.0005,-0.0003,0,0,0.0005,0.000376,0,1,-0.0005,-0.000438,0,0,0.0005,0.00033,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,8.34162e-09,8.34163e-09,5,3.75402e-08,5,1.66832e-08,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.98591e-08,3.83804e-09,3.88058e-09,4.99997,5,5,4.99999,3.88058e-09,3.83804e-09,1.78049e-06,5,0,0,3,0,1,0,1,2,2,0
5,0.00190265,0.996195,0.084186,-0.0225576,8.64984,-0.000467283,-0.000267284,2,2,0.000444726,0.000320724,0,1,-0.000528912,-0.000466912,2,0,0.000551469,0.000381468,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75429e-08,1.66832e-08,5,3.7543e-08,5,8.34162e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,1.26399e-08,3.84419e-09,3.87283e-09,5.92802e-07,5,5,5,3.87283e-09,3.84419e-09,4.99999,5,2,0,1,0,3,1,0,1,2,1
10,0.00379082,0.984808,0.167731,-0.0449435,9.48226,-0.00043101,-0.000231008,2,2,0.000386067,0.000262068,0,1,-0.000553798,-0.000491796,2,0,0.000598741,0.00042874,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75416e-08,1.66832e-08,5,3.75447e-08,5,8.34162e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.91429e-09,3.85319e-09,3.86767e-09,9.49543e-09,5,5,5,3.86767e-09,3.8532e-09,5,5,2,0,1,0,3,1,0,1,2,1
15,0.00565014,0.965926,0.25,-0.0669873,10.4852,-0.000391457,-0.000191456,2,2,0.000324469,0.000200468,0,1,-0.000574469,-0.000512468,2,0,0.000641457,0.000471456,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.7544e-08,1.66832e-08,5,3.75439e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.52425e-09,3.86491e-09,3.86483e-09,4.33734e-09,5,5,5,3.86483e-09,3.86491e-09,5,5,2,0,1,0,3,1,0,1,2,1
20,0.00746646,0.939693,0.330366,-0.0885213,11.556,-0.000348924,-0.000148924,2,2,0.000260403,0.000136404,0,1,-0.000590769,-0.000528768,2,0,0.00067929,0.000509292,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75429e-08,1.66832e-08,5,3.75429e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.14919e-09,3.87981e-09,3.86418e-09,3.99641e-09,5,5,5,3.86418e-09,3.87981e-09,5,5,2,0,1,0,3,1,0,1,2,1
25,0.00922596,0.906308,0.408218,-0.109382,12.6181,-0.000303736,-0.000103736,2,2,0.000194354,7.0356e-05,0,1,-0.000602572,-0.000540572,2,0,0.000711954,0.000541952,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75431e-08,1.66832e-08,5,3.75437e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.01965e-09,3.89896e-09,3.86572e-09,3.92281e-09,5,5,5,3.86572e-09,3.89896e-09,5,5,2,0,1,0,3,1,0,1,2,1
30,0.0109152,0.866025,0.482963,-0.12941,13.6184,-0.000256236,-5.6236e-05,2,2,0.000126826,2.828e-06,0,1,-0.000609789,-0.000547788,2,0,0.000739199,0.0005692,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75433e-08,1.66833e-08,5,3.75433e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,4.99994,3.96183e-09,3.92524e-09,3.86958e-09,3.88617e-09,4.99994,5,5,3.86958e-09,3.92524e-09,5,5,2,0,1,0,3,1,0,1,2,1
35,0.0125214,0.819152,0.554032,-0.148453,14.5221,-0.000206786,-6.788e-06,2,2,5.83336e-05,-6.5668e-05,0,1,-0.000612366,-0.000550364,2,0,0.000760818,0.00059082,2,1,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,5,5,5,3.75433e-08,5,8.3416e-09,5,5,1.21974,1.81384,8.10796e-09,0.00123953,1.49696e-06,3.92895e-09,3.96752e-09,3.87596e-09,3.86082e-09,1.49696e-06,5,5,3.87596e-09,3.96752e-09,5,5,2,0,1,0,3,1,0,1,2,1
40,0.0140324,0.766044,0.620885,-0.166366,15.3074,-0.000155762,4.4236e-05,2,2,-1.06032e-05,-0.000134604,0,1,-0.000610282,-0.00054828,2,0,0.000776648,0.000606648,2,1,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,5,5,5,3.75446e-08,5,8.34161e-09,5,5,1.21974,1.81384,8.10796e-09,0.00123953,1.43213e-08,3.90647e-09,4.06039e-09,3.88534e-09,3.84207e-09,1.43213e-08,5,5,3.88534e-09,4.06039e-09,5,5,2,0,1,0,3,1,0,1,2,1
45,0.0154365,0.707107,0.683013,-0.183013,15.9619,-0.000103553,9.6448e-05,2,2,-7.94593e-05,-0.00020346,0,1,-0.000603553,-0.000541552,2,0,0.000786566,0.000616568,2,1,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,5,5,5,3.75441e-08,5,8.34161e-09,5,5,1.21974,1.81384,8.10796e-09,0.00123953,4.52769e-09,3.88928e-09,4.3751e-09,3.89853e-09,3.83665e-09,4.52769e-09,5,5,3.89853e-09,4.3751e-09,5,5,2,0,1,0,3,1,0,1,2,1
