ang,peso,gx,gy,gz,desv_grad,b1_ideal,b1_medido,voto_ideal1_v,voto_ideal1_t,b2_ideal,b2_medido,voto_ideal2_v,voto_ideal2_t,b3_ideal,b3_medido,voto_ideal3_v,voto_ideal3_t,b4_ideal,b4_medido,voto_ideal4_v,voto_ideal4_t,cX1,tX1,cX2,tX2,cX3,tX3,cX4,tX4,XPv,XPt,Xv,Xt,XNv,XNt,cY1,tY1,cY2,tY2,cY3,tY3,cY4,tY4,YPv,YPt,Yv,Yt,YNv,YNt,cZ1,tZ1,cZ2,tZ2,cZ3,tZ3,cZ4,tZ4,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,empate_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,empate_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,-0,8.10804,-0.0005,-0.0003,0,0,0.0005,0.000376,0,1,-0.0005,-0.000438,0,0,0.0005,0.00033,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,8.34162e-09,8.34163e-09,5,3.75402e-08,5,1.66832e-08,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.98591e-08,3.83804e-09,3.88058e-09,4.99997,5,5,4.99999,3.88058e-09,3.83804e-09,1.78049e-06,5,0,0,3,0,1,0,1,2,2,0
5,0.00190265,0.996195,0.0616284,-0.0616284,7.74257,-0.000498097,-0.000298096,0,0,0.000436469,0.000312468,0,1,-0.000498097,-0.000436096,0,0,0.000559726,0.000389724,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75437e-08,1.66832e-08,5,3.75446e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.9806e-08,3.8523e-09,3.86262e-09,2.19289e-07,5,5,4.99999,3.86262e-09,3.8523e-09,4.99999,5,0,0,3,0,1,0,1,2,2,0
10,0.00379082,0.984808,0.122788,-0.122788,7.8169,-0.000492404,-0.000292404,0,0,0.000369616,0.000245616,0,1,-0.000492404,-0.000430404,0,0,0.000615192,0.000445192,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75422e-08,1.66832e-08,5,3.75436e-08,5,8.34162e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.96456e-08,3.8722e-09,3.84911e-09,6.05498e-09,5,5,4.99999,3.84911e-09,3.8722e-09,5,5,0,0,3,0,1,0,1,2,2,0
15,0.00565014,0.965926,0.183013,-0.183013,8.31406,-0.000482963,-0.000282964,0,0,0.00029995,0.000175952,0,1,-0.000482963,-0.000420964,0,0,0.000665976,0.000495976,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75433e-08,1.66832e-08,5,3.7543e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.93747e-08,3.89883e-09,3.83947e-09,4.09346e-09,5,5,4.99999,3.83947e-09,3.89883e-09,5,5,0,0,3,0,1,0,1,2,2,0
20,0.00746646,0.939693,0.241845,-0.241845,9.13311,-0.000469846,-0.000269848,0,0,0.000228002,0.000104,0,1,-0.000469846,-0.000407848,0,0,0.000711691,0.000541692,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75441e-08,1.66832e-08,5,3.75448e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.89865e-08,3.93903e-09,3.83662e-09,3.9402e-09,5,5,4.99999,3.83662e-09,3.93903e-09,5,5,0,0,3,0,1,0,1,2,2,0
25,0.00922596,0.906308,0.298836,-0.298836,10.1461,-0.000453154,-0.000253152,0,0,0.000154318,3.0316e-05,0,1,-0.000453154,-0.000391152,0,0,0.00075199,0.000581992,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75443e-08,1.66832e-08,5,3.75436e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.84694e-08,4.02673e-09,3.83665e-09,3.89003e-09,5,5,4.99999,3.83665e-09,4.02673e-09,5,5,0,0,3,0,1,0,1,2,2,0
30,0.0109152,0.866025,0.353553,-0.353553,11.241,-0.000433013,-0.000233012,2,2,7.94593e-05,-4.454e-05,0,1,-0.000433013,-0.000371012,2,0,0.000786566,0.000616568,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75445e-08,1.66832e-08,5,3.75449e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.78039e-08,4.40283e-09,3.83667e-09,3.85857e-09,5,5,4.99999,3.83667e-09,4.40283e-09,5,5,2,0,1,0,3,1,0,1,2,1
35,0.0125214,0.819152,0.40558,-0.40558,12.3355,-0.000409576,-0.000209576,2,2,3.99623e-06,-0.000120004,0,1,-0.000409576,-0.000347576,2,0,0.000815156,0.000645156,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75431e-08,1.66833e-08,5,3.75446e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,4.99997,5.69599e-08,7.79392e-09,3.83668e-09,3.83728e-09,4.99997,5,4.99999,3.83668e-09,7.79392e-09,5,5,2,0,1,0,3,1,0,1,2,1
40,0.0140324,0.766044,0.454519,-0.454519,13.372,-0.000383022,-0.000183024,0,0,-7.14973e-05,-0.000195496,0,1,-0.000383022,-0.000321024,0,0,0.000837542,0.00066754,2,1,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,5,5,5,3.75441e-08,5,8.34161e-09,5,5,1.21974,1.81384,8.10796e-09,0.00123953,0.00188842,5.5895e-08,8.54691e-08,3.83668e-09,3.83669e-09,0.00188842,5,4.99999,3.83668e-09,8.54691e-08,5,5,0,0,3,0,1,0,1,2,2,0
45,0.0154365,0.707107,0.5,-0.5,14.3137,-0.000353553,-0.000153552,2,2,-0.000146447,-0.000270448,0,1,-0.000353553,-0.000291552,2,0,0.000853553,0.000683552,2,1,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,5,5,5,3.75441e-08,5,8.34161e-09,5,5,1.21974,1.81384,8.10796e-09,0.00123953,1.12542e-07,5.45517e-08,0.0001668,3.83668e-09,3.83671e-09,1.12542e-07,5,4.99999,3.83668e-09,0.000166799,5,5,2,0,1,0,3,1,0,1,2,1
50,0.0167231,0.642788,0.541675,-0.541675,15.1362,-0.000321394,-0.000121392,0,0,-0.000220281,-0.00034428,0,1,-0.000321394,-0.000259392,0,0,0.000863069,0.000693068,2,1,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,5,5,7.59397e-09,5,2.17814,1.81384,4.95175,0.00123953,5,5,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66833e-08,1.66833e-08,5,5,5,3.75439e-08,3.75402e-08,8.34161e-09,5,7.59397e-09,1.81384,2.17814,0.00123953,4.95175,8.26137e-09,5.28612e-08,4.99996,3.83667e-09,3.83672e-09,8.26136e-09,5,4.99999,3.83667e-09,4.99996,5,5,0,0,3,0,1,0,1,2,2,0
