ang,peso,gx,gy,gz,desv_grad,b1_ideal,b1_medido,voto_ideal1_v,voto_ideal1_t,b2_ideal,b2_medido,voto_ideal2_v,voto_ideal2_t,b3_ideal,b3_medido,voto_ideal3_v,voto_ideal3_t,b4_ideal,b4_medido,voto_ideal4_v,voto_ideal4_t,cX1,tX1,cX2,tX2,cX3,tX3,cX4,tX4,XPv,XPt,Xv,Xt,XNv,XNt,cY1,tY1,cY2,tY2,cY3,tY3,cY4,tY4,YPv,YPt,Yv,Yt,YNv,YNt,cZ1,tZ1,cZ2,tZ2,cZ3,tZ3,cZ4,tZ4,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,empate_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,empate_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,0,0.643919,-0.004715,-0.004515,0,0,0.004715,0.004591,0,1,-0.004715,-0.004653,0,0,0.004715,0.004545,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,8.3421e-09,8.3421e-09,5,2.12231e-05,5,1.66832e-08,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,0.0754521,3.83686e-09,3.83685e-09,5,5,5,4.28351,3.83685e-09,3.83686e-09,4.611e-06,5,0,0,3,0,1,0,1,2,2,0
5,0.00190265,0.996195,0.084186,0.0225576,0.751302,-0.00419376,-0.00399376,2,2,0.00440648,0.00428248,0,1,-0.00520035,-0.00513835,2,0,0.00498764,0.00481764,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.7543e-08,1.66832e-08,5,3.75779e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,0.00577963,3.83685e-09,3.83686e-09,3.87317e-09,5,5,4.99067,3.83686e-09,3.83685e-09,5,5,2,0,1,0,3,1,0,1,2,1
10,0.00379082,0.984808,0.167731,0.0449435,0.867202,-0.00364061,-0.00344061,2,2,0.00406442,0.00394042,0,1,-0.00564613,-0.00558413,2,0,0.00522231,0.00505231,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75433e-08,1.66832e-08,5,3.75515e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,0.000216185,3.83684e-09,3.83687e-09,3.83694e-09,5,5,4.99816,3.83687e-09,3.83684e-09,5,5,2,0,1,0,3,1,0,1,2,1
15,0.00565014,0.965926,0.25,0.0669873,0.985488,-0.00305975,-0.00285974,2,2,0.00369144,0.00356744,0,1,-0.00604894,-0.00598694,2,0,0.00541725,0.00524724,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75447e-08,1.66832e-08,5,3.75448e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,1.42633e-05,3.83683e-09,3.83687e-09,3.83686e-09,5,5,4.99959,3.83687e-09,3.83683e-09,5,5,2,0,1,0,3,1,0,1,2,1
20,0.00746646,0.939693,0.330366,0.0885213,1.1021,-0.0024556,-0.0022556,2,2,0.00329035,0.00316635,0,1,-0.0064057,-0.0063437,2,0,0.00557095,0.00540095,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75434e-08,1.66832e-08,5,3.75443e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,9.64886e-07,3.83682e-09,3.83687e-09,3.83687e-09,5,5,4.99994,3.83687e-09,3.83682e-09,5,5,2,0,1,0,3,1,0,1,2,1
25,0.00922596,0.906308,0.408218,0.109382,1.21428,-0.00183276,-0.00163276,2,2,0.00286423,0.00274023,0,1,-0.00671372,-0.00665172,2,0,0.00568225,0.00551226,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75446e-08,1.66832e-08,5,3.75434e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,2.77502e-08,3.8368e-09,3.83687e-09,3.83687e-09,5,5,4.99999,3.83687e-09,3.8368e-09,5,5,2,0,1,0,3,1,0,1,2,1
30,0.0109152,0.866025,0.482963,0.12941,1.31998,-0.00119597,-0.000995972,2,2,0.00241631,0.0022923,0,1,-0.00697065,-0.00690864,2,0,0.00575031,0.00558032,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75443e-08,1.66832e-08,5,3.75443e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.01272e-09,3.83679e-09,3.83687e-09,3.83687e-09,5,5,5,3.83687e-09,3.83679e-09,5,5,2,0,1,0,3,1,0,1,2,1
35,0.0125214,0.819152,0.554032,0.148453,1.41758,-0.000550086,-0.000350088,2,2,0.00194999,0.00182599,0,1,-0.00717452,-0.00711252,2,0,0.00577461,0.00560461,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75431e-08,1.66832e-08,5,3.75446e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83667e-09,3.83677e-09,3.83687e-09,3.83687e-09,5,5,5,3.83687e-09,3.83677e-09,5,5,2,0,1,0,3,1,0,1,2,1
40,0.0140324,0.766044,0.620885,0.166366,1.50588,9.99881e-05,0.000299988,2,2,0.00146884,0.00134484,0,1,-0.00732379,-0.00726179,2,0,0.00575496,0.00558496,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75434e-08,1.66832e-08,5,3.75444e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83671e-09,3.83676e-09,3.83687e-09,3.83687e-09,5,5,5,3.83687e-09,3.83676e-09,5,5,2,0,1,0,3,1,0,1,2,1
45,0.0154365,0.707107,0.683013,0.183013,1.58384,0.000749301,0.0009493,2,2,0.000976508,0.000852508,0,1,-0.00741732,-0.00735532,2,0,0.00569151,0.00552151,2,1,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,5,5,5,3.75435e-08,5,8.34161e-09,5,5,1.21974,1.81384,8.10796e-09,0.00123953,6.94579e-08,3.83674e-09,3.83674e-09,3.83687e-09,3.83687e-09,6.94579e-08,5,5,3.83687e-09,3.83674e-09,5,5,2,0,1,0,3,1,0,1,2,1
