ang,peso,gx,gy,gz,desv_grad,b1_ideal,b1_medido,voto_ideal1_v,voto_ideal1_t,b2_ideal,b2_medido,voto_ideal2_v,voto_ideal2_t,b3_ideal,b3_medido,voto_ideal3_v,voto_ideal3_t,b4_ideal,b4_medido,voto_ideal4_v,voto_ideal4_t,cX1,tX1,cX2,tX2,cX3,tX3,cX4,tX4,XPv,XPt,Xv,Xt,XNv,XNt,cY1,tY1,cY2,tY2,cY3,tY3,cY4,tY4,YPv,YPt,Yv,Yt,YNv,YNt,cZ1,tZ1,cZ2,tZ2,cZ3,tZ3,cZ4,tZ4,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,empate_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,empate_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,-0,0.643919,-0.004715,-0.004515,0,0,0.004715,0.004591,0,1,-0.004715,-0.004653,0,0,0.004715,0.004545,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,8.3421e-09,8.3421e-09,5,2.12231e-05,5,1.66832e-08,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,0.0754521,3.83686e-09,3.83685e-09,5,5,5,4.28351,3.83685e-09,3.83686e-09,4.611e-06,5,0,0,3,0,1,0,1,2,2,0
5,0.00190265,0.996195,0.0754791,-0.0435779,0.652622,-0.00454664,-0.00434664,2,2,0.0041357,0.0040117,0,1,-0.00484747,-0.00478547,2,0,0.00525841,0.00508841,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75431e-08,1.66832e-08,5,3.7917e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,0.0306654,3.83684e-09,3.83687e-09,3.83698e-09,5,5,4.90851,3.83687e-09,3.83684e-09,5,5,2,0,1,0,3,1,0,1,2,1
10,0.00379082,0.984808,0.150384,-0.0868241,0.694707,-0.00434368,-0.00414368,2,2,0.00352493,0.00340093,0,1,-0.00494305,-0.00488105,2,0,0.0057618,0.0055918,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75417e-08,1.66832e-08,5,3.76305e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,0.0166687,3.83682e-09,3.83687e-09,3.83687e-09,5,5,4.97814,3.83687e-09,3.83682e-09,5,5,2,0,1,0,3,1,0,1,2,1
15,0.00565014,0.965926,0.224144,-0.12941,0.763426,-0.00410767,-0.00390767,2,2,0.00288734,0.00276334,0,1,-0.00500101,-0.00493901,2,0,0.00622134,0.00605134,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75435e-08,1.66832e-08,5,3.7581e-08,5,8.34162e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,0.00599154,3.8368e-09,3.83688e-09,3.83687e-09,5,5,4.99046,3.83688e-09,3.8368e-09,5,5,2,0,1,0,3,1,0,1,2,1
20,0.00746646,0.939693,0.296198,-0.17101,0.850433,-0.00384039,-0.00364039,2,2,0.00222776,0.00210376,0,1,-0.00502091,-0.00495891,2,0,0.00663354,0.00646354,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75437e-08,1.66832e-08,5,3.75628e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,0.00155977,3.83678e-09,3.83688e-09,3.83687e-09,5,5,4.99542,3.83688e-09,3.83678e-09,5,5,2,0,1,0,3,1,0,1,2,1
25,0.00922596,0.906308,0.365998,-0.211309,0.948251,-0.00354388,-0.00334388,2,2,0.00155124,0.00142724,0,1,-0.0050026,-0.0049406,2,0,0.00699525,0.00682524,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.7544e-08,1.66832e-08,5,3.7552e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,0.00031273,3.83676e-09,3.83688e-09,3.83688e-09,5,5,4.99781,3.83688e-09,3.83676e-09,5,5,2,0,1,0,3,1,0,1,2,1
30,0.0109152,0.866025,0.433013,-0.25,1.05115,-0.0032204,-0.0030204,2,2,0.000862905,0.000738904,0,1,-0.00494621,-0.00488422,2,0,0.00730371,0.00713372,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75438e-08,1.66832e-08,5,3.75479e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,6.00263e-05,3.83673e-09,3.83688e-09,3.83688e-09,5,5,4.99903,3.83688e-09,3.83673e-09,5,5,2,0,1,0,3,1,0,1,2,1
35,0.0125214,0.819152,0.496732,-0.286788,1.1548,-0.00287242,-0.00267242,2,2,0.000168005,4.4004e-05,0,1,-0.00485219,-0.00479018,2,0,0.0075566,0.0073866,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75434e-08,1.66832e-08,5,3.75445e-08,5,8.34161e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,1.21172e-05,3.8367e-09,3.83688e-09,3.83688e-09,5,5,4.99963,3.83688e-09,3.8367e-09,5,5,2,0,1,0,3,1,0,1,2,1
40,0.0140324,0.766044,0.55667,-0.321394,1.25609,-0.00250257,-0.00230257,2,2,-0.000528173,-0.000652172,0,1,-0.00472123,-0.00465923,2,0,0.00775197,0.00758197,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75439e-08,1.66832e-08,5,3.75453e-08,5,8.34162e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,2.03109e-06,8.89265e-07,3.83688e-09,3.83688e-09,5,5,4.9999,3.83688e-09,8.89265e-07,5,5,2,0,1,0,3,1,0,1,2,1
45,0.0154365,0.707107,0.612372,-0.353553,1.35265,-0.00211368,-0.00191368,2,2,-0.00122033,-0.00134433,0,1,-0.00455434,-0.00449234,2,0,0.00788835,0.00771835,2,1,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,1.66832e-08,1.66832e-08,1.66832e-08,5,1.66832e-08,1.66832e-08,1.66832e-08,5,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,5,3.75449e-08,1.66832e-08,5,3.7544e-08,5,8.3416e-09,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,4.99999,2.09542e-07,1.17284e-07,3.83688e-09,3.83688e-09,4.99999,5,4.99998,3.83688e-09,1.17284e-07,5,5,2,0,1,0,3,1,0,1,2,1
