ang,peso,ux,uy,uz,miss,miss_ideal,b1_ideal,b1_medido,b2_ideal,b2_medido,b3_ideal,b3_medido,b4_ideal,b4_medido,XPv,XPt,Xv,Xt,XNv,XNt,YPv,YPt,Yv,Yt,YNv,YNt,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,0,6.02987,0,0.00441305,0.00461305,0.00566481,0.00554081,0.00441305,0.00447505,0.00566481,0.00549481,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,2.7547e-08,3.837e-09,3.83779e-09,5,5,5,5,3.83779e-09,3.837e-09,1.39784e-05,5,0,3,0,1,0,2,2,0
5,0.00190265,0.996195,0.0754791,0.0435779,4.34542,3.36538,0.00446541,0.0046654,0.00562167,0.00549767,0.00438782,0.00444982,0.00573729,0.00556729,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.60614e-09,3.83703e-09,3.83759e-09,2.60302e-06,5,5,5,3.83759e-09,3.83703e-09,5,5,2,1,0,3,1,1,2,1
10,0.00379082,0.984808,0.150384,0.0868241,5.41849,6.59164,0.00454626,0.00474626,0.00560747,0.00548347,0.0043876,0.0044496,0.00583753,0.00566753,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.15941e-09,3.83707e-09,3.83741e-09,2.33225e-08,5,5,5,3.83741e-09,3.83707e-09,5,5,2,1,0,3,1,1,2,1
15,0.00565014,0.965926,0.224144,0.12941,7.85597,9.56089,0.00465611,0.00485611,0.00561995,0.00549596,0.0044098,0.0044718,0.00596215,0.00579215,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.96025e-09,3.83709e-09,3.83725e-09,5.14818e-09,5,5,5,3.83725e-09,3.83709e-09,5,5,2,1,0,3,1,1,2,1
20,0.00746646,0.939693,0.296198,0.17101,10.3585,12.1886,0.00479454,0.00499454,0.0056553,0.0055313,0.00445145,0.00451345,0.00610628,0.00593628,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.90128e-09,3.8371e-09,3.84306e-09,4.15111e-09,5,5,5,3.84306e-09,3.8371e-09,5,5,2,1,0,3,1,1,2,1
25,0.00922596,0.906308,0.365998,0.211309,12.5557,14.4238,0.00496012,0.00516012,0.00570858,0.00558458,0.00450949,0.00457148,0.006264,0.006094,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.86828e-09,3.83711e-09,3.85837e-09,4.00379e-09,5,5,5,3.85837e-09,3.83711e-09,5,5,2,1,0,3,1,1,2,1
30,0.0109152,0.866025,0.433013,0.25,14.3566,16.2419,0.00515055,0.00535055,0.00577427,0.00565027,0.00458087,0.00464287,0.00642885,0.00625885,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.84594e-09,3.83709e-09,3.88007e-09,3.96522e-09,5,5,5,3.88007e-09,3.83709e-09,5,5,2,1,0,3,1,1,2,1
35,0.0125214,0.819152,0.496732,0.286788,15.7581,17.6358,0.00536269,0.00556269,0.00584671,0.00572271,0.0046627,0.0047247,0.00659426,0.00642426,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83821e-09,3.83706e-09,3.91043e-09,3.95606e-09,5,5,5,3.91043e-09,3.83706e-09,5,5,2,1,0,3,1,1,2,1
40,0.0140324,0.766044,0.55667,0.321394,16.792,18.6096,0.00559272,0.00579272,0.0059205,0.0057965,0.00475228,0.00481428,0.00675392,0.00658392,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,4.99535,3.83706e-09,3.83705e-09,3.95849e-09,3.95983e-09,4.99535,5,5,3.95849e-09,3.83705e-09,5,5,2,1,0,3,1,1,2,1
45,0.0154365,0.707107,0.612372,0.353553,17.5056,19.1779,0.00583621,0.00603621,0.00599075,0.00586676,0.00484718,0.00490918,0.00690206,0.00673206,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,7.83346e-08,3.8367e-09,3.83717e-09,4.07616e-09,3.97005e-09,7.83346e-08,5,5,4.07616e-09,3.83717e-09,5,5,2,1,0,3,1,1,2,1
