ang,peso,ux,uy,uz,miss,miss_ideal,b1_ideal,b1_medido,b2_ideal,b2_medido,b3_ideal,b3_medido,b4_ideal,b4_medido,XPv,XPt,Xv,Xt,XNv,XNt,YPv,YPt,Yv,Yt,YNv,YNt,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,-0,2.68682,0,0.00386384,0.00406384,0.00633368,0.00620968,0.00386384,0.00392584,0.00633368,0.00616368,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,2.06634e-08,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,4.78533e-05,5,0,3,0,1,0,2,2,0
5,0.00190265,0.996195,0.0754791,-0.0435779,3.28112,2.41665,0.00389307,0.00409307,0.00611256,0.00598856,0.0038411,0.0039031,0.0065535,0.0063835,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,6.47477e-09,3.83687e-09,3.83687e-09,5.00027e-09,5,5,5,3.83687e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
10,0.00379082,0.984808,0.150384,-0.0868241,5.69323,4.58397,0.0039288,0.0041288,0.00589303,0.00576903,0.00382483,0.00388683,0.00676871,0.00659871,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.49601e-09,3.83687e-09,3.83687e-09,3.94943e-09,5,5,5,3.83687e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
15,0.00565014,0.965926,0.224144,-0.12941,7.89645,6.30621,0.00397104,0.00417104,0.00567752,0.00555352,0.00381502,0.00387702,0.00697567,0.00680568,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.09066e-09,3.83686e-09,3.83686e-09,3.9036e-09,5,5,5,3.83686e-09,3.83686e-09,5,5,2,1,0,3,1,1,2,1
20,0.00746646,0.939693,0.296198,-0.17101,9.46783,7.47164,0.0040198,0.0042198,0.00546807,0.00534408,0.00381166,0.00387366,0.00717045,0.00700044,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.97326e-09,3.83686e-09,3.83686e-09,3.87514e-09,5,5,5,3.83686e-09,3.83686e-09,5,5,2,1,0,3,1,1,2,1
25,0.00922596,0.906308,0.365998,-0.211309,10.3264,8.05405,0.00407506,0.00427506,0.00526629,0.00514229,0.00381475,0.00387675,0.00734895,0.00717894,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.9241e-09,3.83686e-09,3.83686e-09,3.8521e-09,5,5,5,3.83686e-09,3.83686e-09,5,5,2,1,0,3,1,1,2,1
30,0.0109152,0.866025,0.433013,-0.25,10.5117,8.09602,0.00413682,0.00433682,0.0050734,0.0049494,0.00382429,0.0038863,0.00750712,0.00733712,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.89548e-09,3.837e-09,3.83686e-09,3.83661e-09,5,5,5,3.83686e-09,3.837e-09,5,5,2,1,0,3,1,1,2,1
35,0.0125214,0.819152,0.496732,-0.286788,10.1191,7.6895,0.00420501,0.00440501,0.00489033,0.00476634,0.0038403,0.0039023,0.00764106,0.00747106,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.87492e-09,3.83811e-09,3.83686e-09,3.83677e-09,5,5,5,3.83686e-09,3.83811e-09,5,5,2,1,0,3,1,1,2,1
40,0.0140324,0.766044,0.55667,-0.321394,9.26561,6.96476,0.00427957,0.00447956,0.00471771,0.00459371,0.00386277,0.00392477,0.0077473,0.0075773,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.85867e-09,3.8419e-09,3.83686e-09,3.83685e-09,5,5,5,3.83686e-09,3.8419e-09,5,5,2,1,0,3,1,1,2,1
45,0.0154365,0.707107,0.612372,-0.353553,8.07349,6.09472,0.00436037,0.00456036,0.00455592,0.00443192,0.00389173,0.00395373,0.00782292,0.00765292,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.77329e-08,3.84592e-09,3.88502e-09,3.83686e-09,3.83686e-09,3.7733e-08,5,5,3.83685e-09,3.88502e-09,5,5,2,1,0,3,1,1,2,1
