ang,peso,ux,uy,uz,miss,miss_ideal,b1_ideal,b1_medido,b2_ideal,b2_medido,b3_ideal,b3_medido,b4_ideal,b4_medido,XPv,XPt,Xv,Xt,XNv,XNt,YPv,YPt,Yv,Yt,YNv,YNt,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,-0,0.948571,0,0.00228089,0.00248089,0.00877124,0.00864724,0.00228089,0.00234289,0.00877124,0.00860124,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,1.85496e-08,3.83687e-09,3.83687e-09,4.99982,5,5,5,3.83687e-09,3.83687e-09,0.00461109,5,0,3,0,1,0,2,2,0
5,0.00190265,0.996195,0.0754791,-0.0435779,9.29979,9.0388,0.00231757,0.00251757,0.00771449,0.00759049,0.0022527,0.0023147,0.0100021,0.00983206,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.42224e-09,3.83687e-09,3.83687e-09,6.34459e-09,5,5,5,3.83687e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
10,0.00379082,0.984808,0.150384,-0.0868241,16.623,15.9903,0.00236312,0.00256312,0.00681198,0.00668798,0.00223272,0.00229472,0.011423,0.011253,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.18626e-09,3.83687e-09,3.83687e-09,4.77709e-09,5,5,5,3.83687e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
15,0.00565014,0.965926,0.224144,-0.12941,20.8768,20.0983,0.00241799,0.00261799,0.0060433,0.0059193,0.00222075,0.00228275,0.0130411,0.0128711,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.97777e-09,3.83687e-09,3.83687e-09,3.97561e-09,5,5,5,3.83687e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
20,0.00746646,0.939693,0.296198,-0.17101,22.4743,21.6961,0.00248273,0.00268273,0.00538918,0.00526518,0.00221666,0.00227866,0.0148469,0.0146769,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.91371e-09,3.83687e-09,3.83687e-09,3.86565e-09,5,5,5,3.83687e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
25,0.00922596,0.906308,0.365998,-0.211309,22.158,21.4479,0.00255801,0.00275801,0.00483233,0.00470833,0.00222042,0.00228242,0.0168042,0.0166342,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.87901e-09,3.83685e-09,3.83687e-09,3.83682e-09,5,5,5,3.83687e-09,3.83685e-09,5,5,2,1,0,3,1,1,2,1
30,0.0109152,0.866025,0.433013,-0.25,20.5832,19.9677,0.00264458,0.00284458,0.00435771,0.00423371,0.00223207,0.00229407,0.0188397,0.0186697,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.8536e-09,3.83684e-09,3.83687e-09,3.83686e-09,5,5,5,3.83687e-09,3.83684e-09,5,5,2,1,0,3,1,1,2,1
35,0.0125214,0.819152,0.496732,-0.286788,18.2572,17.7481,0.00274329,0.00294329,0.00395246,0.00382846,0.00225171,0.00231371,0.0208359,0.0206659,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.84321e-09,3.83683e-09,3.83687e-09,3.83687e-09,5,5,5,3.83687e-09,3.83683e-09,5,5,2,1,0,3,1,1,2,1
40,0.0140324,0.766044,0.55667,-0.321394,15.5945,15.2068,0.00285512,0.00305512,0.00360575,0.00348176,0.00227955,0.00234155,0.0226327,0.0224627,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.84083e-09,3.83688e-09,3.83687e-09,3.83687e-09,5,5,5,3.83687e-09,3.83688e-09,5,5,2,1,0,3,1,1,2,1
45,0.0154365,0.707107,0.612372,-0.353553,13.0057,12.7723,0.00298114,0.00318114,0.00330854,0.00318454,0.00231587,0.00237787,0.0240458,0.0238758,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,4.99415,3.83899e-09,3.83893e-09,3.83687e-09,3.83687e-09,4.99415,5,5,3.83687e-09,3.83893e-09,5,5,2,1,0,3,1,1,2,1
