ang,peso,ux,uy,uz,miss,miss_ideal,b1_ideal,b1_medido,b2_ideal,b2_medido,b3_ideal,b3_medido,b4_ideal,b4_medido,XPv,XPt,Xv,Xt,XNv,XNt,YPv,YPt,Yv,Yt,YNv,YNt,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,0,1.97575,0,0.00353832,0.00373832,0.00679801,0.00667401,0.00353832,0.00360032,0.00679801,0.00662801,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,1.92347e-08,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,0.000146078,5,0,3,0,1,0,2,2,0
5,0.00190265,0.996195,0,0.0871557,3.6744,2.88904,0.00362526,0.00382526,0.00703657,0.00691257,0.00346167,0.00352366,0.00655267,0.00638267,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.05017e-09,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,1.47521e-08,5,2,1,0,3,1,1,2,1
10,0.00379082,0.984808,0,0.173648,6.46214,5.62791,0.00372286,0.00392286,0.00726374,0.00713974,0.00339493,0.00345693,0.00630473,0.00613473,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.88389e-09,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,4.06214e-09,5,2,1,0,3,1,1,2,1
15,0.00565014,0.965926,0,0.258819,9.05524,8.09153,0.00383151,0.00403151,0.00747459,0.00735059,0.0033378,0.0033998,0.00605785,0.00588785,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.84312e-09,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,3.96736e-09,5,2,1,0,3,1,1,2,1
20,0.00746646,0.939693,0,0.34202,11.2348,10.1955,0.0039516,0.0041516,0.00766407,0.00754007,0.00328996,0.00335196,0.00581511,0.00564511,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83903e-09,3.83687e-09,3.83686e-09,5,5,5,5,3.83686e-09,3.83687e-09,3.91795e-09,5,2,1,0,3,1,1,2,1
25,0.00922596,0.906308,0,0.422618,12.9364,11.8986,0.0040835,0.0042835,0.00782726,0.00770326,0.00325118,0.00331318,0.00557905,0.00540905,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.8373e-09,3.83687e-09,3.83692e-09,5,5,5,5,3.83692e-09,3.83687e-09,3.88337e-09,5,2,1,0,3,1,1,2,1
30,0.0109152,0.866025,0,0.5,14.1567,13.194,0.00422754,0.00442754,0.0079596,0.0078356,0.00322123,0.00328323,0.00535167,0.00518166,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.8369e-09,3.83687e-09,3.83969e-09,5,5,5,5,3.83969e-09,3.83687e-09,3.85629e-09,5,2,1,0,3,1,1,2,1
35,0.0125214,0.819152,0,0.573576,14.9217,14.0958,0.00438399,0.00458398,0.00805718,0.00793318,0.00319996,0.00326196,0.00513446,0.00496446,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83685e-09,3.83687e-09,-8.92813e-08,5,5,5,5,-8.92804e-08,3.83687e-09,3.83664e-09,5,2,1,0,3,1,1,2,1
40,0.0140324,0.766044,0,0.642788,15.2671,14.6253,0.00455298,0.00475298,0.00811699,0.007993,0.00318725,0.00324925,0.00492851,0.00475851,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83685e-09,3.83687e-09,0.00431782,5,5,5,5,0.00431784,3.83687e-09,3.83677e-09,5,2,1,0,3,1,1,2,1
45,0.0154365,0.707107,0,0.707107,15.2251,14.7996,0.00473455,0.00493455,0.00813715,0.00801315,0.00318302,0.00324502,0.00473455,0.00456455,7.55851e-09,5,2.5794,1.81384,5,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83685e-09,3.83687e-09,5,5,5,5,5,5,3.83687e-09,3.83685e-09,5,2,1,0,3,0,2,1,1
