ang,peso,ux,uy,uz,miss,miss_ideal,b1_ideal,b1_medido,b2_ideal,b2_medido,b3_ideal,b3_medido,b4_ideal,b4_medido,XPv,XPt,Xv,Xt,XNv,XNt,YPv,YPt,Yv,Yt,YNv,YNt,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,-0,1.32272,0,0.0029653,0.0031653,0.007698,0.007574,0.0029653,0.0030273,0.007698,0.007528,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,1.85658e-08,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,0.000433738,5,0,3,0,1,0,2,2,0
5,0.00190265,0.996195,0.0754791,-0.0435779,5.72611,5.52752,0.00300306,0.00320306,0.00710793,0.00698393,0.00293614,0.00299814,0.00832975,0.00815975,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.32539e-09,3.83687e-09,3.83687e-09,5.24928e-09,5,5,5,3.83687e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
10,0.00379082,0.984808,0.150384,-0.0868241,10.8078,10.1698,0.00304967,0.00324967,0.00656322,0.00643922,0.00291539,0.00297739,0.00899611,0.00882612,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.16105e-09,3.83687e-09,3.83687e-09,4.33353e-09,5,5,5,3.83687e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
15,0.00565014,0.965926,0.224144,-0.12941,14.3423,13.408,0.0031054,0.0033054,0.00606501,0.00594103,0.00290293,0.00296492,0.0096859,0.00951587,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.9695e-09,3.83687e-09,3.83687e-09,3.98168e-09,5,5,5,3.83687e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
20,0.00746646,0.939693,0.296198,-0.17101,16.2289,15.1538,0.00317059,0.00337059,0.00561264,0.00548864,0.00289867,0.00296067,0.0103831,0.0102131,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.90959e-09,3.83687e-09,3.83687e-09,3.8941e-09,5,5,5,3.83687e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
25,0.00922596,0.906308,0.365998,-0.211309,16.6935,15.5913,0.00324562,0.00344562,0.00520421,0.00508021,0.00290259,0.00296459,0.0110668,0.0108968,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.87646e-09,3.83686e-09,3.83687e-09,3.84576e-09,5,5,5,3.83687e-09,3.83686e-09,5,5,2,1,0,3,1,1,2,1
30,0.0109152,0.866025,0.433013,-0.25,16.0641,15.0105,0.00333092,0.00353092,0.00483709,0.00471309,0.00291471,0.00297671,0.0117114,0.0115414,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.85228e-09,3.83685e-09,3.83687e-09,3.83681e-09,5,5,5,3.83687e-09,3.83685e-09,5,5,2,1,0,3,1,1,2,1
35,0.0125214,0.819152,0.496732,-0.286788,14.6665,13.7192,0.00342692,0.00362692,0.00450826,0.00438426,0.00293511,0.00299711,0.012288,0.012118,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.84321e-09,3.83684e-09,3.83687e-09,3.83686e-09,5,5,5,3.83687e-09,3.83684e-09,5,5,2,1,0,3,1,1,2,1
40,0.0140324,0.766044,0.55667,-0.321394,12.8039,12.0259,0.00353412,0.00373412,0.00421455,0.00409055,0.00296392,0.00302592,0.0127667,0.0125967,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.84096e-09,3.83699e-09,3.83687e-09,3.83687e-09,5,5,5,3.83687e-09,3.83699e-09,5,5,2,1,0,3,1,1,2,1
45,0.0154365,0.707107,0.612372,-0.353553,10.7826,10.2705,0.00365301,0.00385301,0.00395285,0.00382885,0.00300132,0.00306332,0.0131195,0.0129495,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.67652e-05,3.83921e-09,3.83967e-09,3.83687e-09,3.83687e-09,3.67652e-05,5,5,3.83687e-09,3.83967e-09,5,5,2,1,0,3,1,1,2,1
