ang,peso,ux,uy,uz,miss,miss_ideal,b1_ideal,b1_medido,b2_ideal,b2_medido,b3_ideal,b3_medido,b4_ideal,b4_medido,XPv,XPt,Xv,Xt,XNv,XNt,YPv,YPt,Yv,Yt,YNv,YNt,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,-0,10.5134,0,0.00459538,0.00479538,0.00542764,0.00530364,0.00459538,0.00465738,0.00542764,0.00525764,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.20763e-08,3.85839e-09,3.92588e-09,5,5,5,5,3.92588e-09,3.85839e-09,9.91834e-06,5,0,3,0,1,0,2,2,0
5,0.00190265,0.996195,0.0754791,-0.0435779,10.3362,0.725276,0.00460833,0.00480834,0.00536946,0.00524546,0.00458523,0.00464723,0.00548316,0.00531316,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,1.55391e-08,3.86918e-09,3.9071e-09,1.985e-06,5,5,5,3.9071e-09,3.86918e-09,5,5,2,1,0,3,1,1,2,1
10,0.00379082,0.984808,0.150384,-0.0868241,11.1175,1.39593,0.00462404,0.00482404,0.00530925,0.00518525,0.00457793,0.00463992,0.00553545,0.00536546,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,9.19923e-09,3.88379e-09,3.89481e-09,1.65324e-08,5,5,5,3.89481e-09,3.88379e-09,5,5,2,1,0,3,1,1,2,1
15,0.00565014,0.965926,0.224144,-0.12941,12.4726,1.96362,0.0046424,0.0048424,0.00524758,0.00512358,0.00457351,0.00463551,0.00558392,0.00541392,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,6.52939e-09,3.90419e-09,3.88665e-09,4.58003e-09,5,5,5,3.88665e-09,3.90419e-09,5,5,2,1,0,3,1,1,2,1
20,0.00746646,0.939693,0.296198,-0.17101,13.972,2.39138,0.00466336,0.00486336,0.00518503,0.00506103,0.00457199,0.00463399,0.005628,0.005458,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,5.31182e-09,3.93614e-09,3.88155e-09,4.01247e-09,5,5,5,3.88155e-09,3.93614e-09,5,5,2,1,0,3,1,1,2,1
25,0.00922596,0.906308,0.365998,-0.211309,15.334,2.65702,0.00468678,0.00488678,0.00512216,0.00499816,0.00457339,0.00463539,0.00566715,0.00549715,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.71619e-09,4.00198e-09,3.87899e-09,3.92308e-09,5,5,5,3.87899e-09,4.00198e-09,5,5,2,1,0,3,1,1,2,1
30,0.0109152,0.866025,0.433013,-0.25,16.4251,2.75462,0.00471256,0.00491256,0.00505948,0.00493548,0.00457768,0.00463968,0.00570091,0.00553091,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,4.99999,4.40547e-09,4.21767e-09,3.87866e-09,3.88585e-09,4.99999,5,5,3.87866e-09,4.21767e-09,5,5,2,1,0,3,1,1,2,1
35,0.0125214,0.819152,0.496732,-0.286788,17.2059,2.69504,0.00474056,0.00494056,0.00499749,0.00487349,0.00458487,0.00464687,0.00572883,0.00555883,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,1.28617e-06,4.23336e-09,5.4395e-09,3.88047e-09,3.86219e-09,1.28617e-06,5,5,3.88047e-09,5.4395e-09,5,5,2,1,0,3,1,1,2,1
40,0.0140324,0.766044,0.55667,-0.321394,17.6924,2.50668,0.00477063,0.00497063,0.00493664,0.00481264,0.0045949,0.0046569,0.00575056,0.00558056,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,1.96323e-08,4.13247e-09,1.81791e-08,3.88449e-09,3.84555e-09,1.96323e-08,5,5,3.88449e-09,1.81791e-08,5,5,2,1,0,3,1,1,2,1
45,0.0154365,0.707107,0.612372,-0.353553,17.9276,2.23849,0.00480258,0.00500258,0.00487736,0.00475336,0.00460774,0.00466974,0.00576581,0.00559581,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,4.88493e-09,4.07012e-09,3.79427e-07,3.89098e-09,3.83814e-09,4.88493e-09,5,5,3.89098e-09,3.79426e-07,5,5,2,1,0,3,1,1,2,1
