ang,peso,ux,uy,uz,miss,miss_ideal,b1_ideal,b1_medido,b2_ideal,b2_medido,b3_ideal,b3_medido,b4_ideal,b4_medido,XPv,XPt,Xv,Xt,XNv,XNt,YPv,YPt,Yv,Yt,YNv,YNt,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,0,1.32272,0,0.0029653,0.0031653,0.007698,0.007574,0.0029653,0.0030273,0.007698,0.007528,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,1.85658e-08,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,0.000433738,5,0,3,0,1,0,2,2,0
5,0.00190265,0.996195,0,0.0871557,4.97749,4.51701,0.00306311,0.00326311,0.00814646,0.00802246,0.00288016,0.00294216,0.00725372,0.00708372,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.00022e-09,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,5.87018e-09,5,2,1,0,3,1,1,2,1
10,0.00379082,0.984808,0,0.173648,9.34631,8.68699,0.00317451,0.00337451,0.00858917,0.00846517,0.00280687,0.00286887,0.00682145,0.00665145,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.86745e-09,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,4.707e-09,5,2,1,0,3,1,1,2,1
15,0.00565014,0.965926,0,0.258819,13.0623,12.2579,0.00330054,0.00350054,0.00901431,0.0088903,0.00274473,0.00280673,0.00640707,0.00623707,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.84134e-09,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,4.12054e-09,5,2,1,0,3,1,1,2,1
20,0.00746646,0.939693,0,0.34202,15.9695,15.1146,0.00344235,0.00364235,0.00940847,0.00928447,0.00269314,0.00275514,0.00601466,0.00584466,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83789e-09,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,3.95681e-09,5,2,1,0,3,1,1,2,1
25,0.00922596,0.906308,0,0.422618,18.0822,17.2616,0.00360118,0.00380118,0.00975744,0.00963344,0.00265159,0.00271359,0.00564678,0.00547678,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83695e-09,3.83687e-09,3.83686e-09,5,5,5,5,3.83686e-09,3.83687e-09,3.89245e-09,5,2,1,0,3,1,1,2,1
30,0.0109152,0.866025,0,0.5,19.4965,18.7762,0.00377837,0.00397837,0.0100471,0.00992298,0.00261969,0.00268168,0.00530475,0.00513476,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83684e-09,3.83687e-09,3.8369e-09,5,5,5,5,3.8369e-09,3.83687e-09,3.85128e-09,5,2,1,0,3,1,1,2,1
35,0.0125214,0.819152,0,0.573576,20.3341,19.7609,0.00397534,0.00417534,0.0102645,0.0101405,0.00259712,0.00265912,0.00498896,0.00481896,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83683e-09,3.83687e-09,3.84301e-09,5,5,5,5,3.84301e-09,3.83687e-09,3.83672e-09,5,2,1,0,3,1,1,2,1
40,0.0140324,0.766044,0,0.642788,20.7005,20.3093,0.00419351,0.00439351,0.0103995,0.0102755,0.00258367,0.00264566,0.00469909,0.00452909,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83684e-09,3.83687e-09,2.81276e-08,5,5,5,5,2.81276e-08,3.83687e-09,3.83686e-09,5,2,1,0,3,1,1,2,1
45,0.0154365,0.707107,0,0.707107,20.6688,20.4847,0.00443432,0.00463432,0.0104452,0.0103212,0.0025792,0.0026412,0.00443432,0.00426432,7.55851e-09,5,2.5794,1.81384,5,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83685e-09,3.83687e-09,5,5,5,5,5,5,3.83687e-09,3.83686e-09,5,2,1,0,3,0,2,1,1
