ang,peso,ux,uy,uz,miss,miss_ideal,b1_ideal,b1_medido,b2_ideal,b2_medido,b3_ideal,b3_medido,b4_ideal,b4_medido,XPv,XPt,Xv,Xt,XNv,XNt,YPv,YPt,Yv,Yt,YNv,YNt,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,0,2.68682,0,0.00386384,0.00406384,0.00633368,0.00620968,0.00386384,0.00392584,0.00633368,0.00616368,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,2.06634e-08,3.83687e-09,3.83687e-09,5,5,5,5,3.83687e-09,3.83687e-09,4.78533e-05,5,0,3,0,1,0,2,2,0
5,0.00190265,0.996195,0.0754791,0.0435779,1.31639,1.75944,0.00396598,0.00416598,0.00626806,0.00614406,0.00377195,0.00383395,0.00638612,0.00621612,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.99292e-09,3.83687e-09,3.83686e-09,8.33845e-06,5,5,5,3.83686e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
10,0.00379082,0.984808,0.150384,0.0868241,0.935313,3.44739,0.00407864,0.00427864,0.00619045,0.00606645,0.00369003,0.00375204,0.00642441,0.00625441,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.86463e-09,3.83687e-09,3.83686e-09,7.99173e-08,5,5,5,3.83686e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
15,0.00565014,0.965926,0.224144,0.12941,1.94446,4.99181,0.00420205,0.00440205,0.00610219,0.00597819,0.00361781,0.00367981,0.00644782,0.00627782,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.84056e-09,3.83687e-09,3.83686e-09,8.42019e-09,5,5,5,3.83686e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
20,0.00746646,0.939693,0.296198,0.17101,3.00677,6.32019,0.0043364,0.0045364,0.00600474,0.00588074,0.003555,0.003617,0.00645588,0.00628588,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.8376e-09,3.83687e-09,3.83686e-09,4.56312e-09,5,5,5,3.83686e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
25,0.00922596,0.906308,0.365998,0.211309,3.88469,7.36097,0.00448181,0.00468181,0.00589964,0.00577564,0.00350137,0.00356337,0.00644846,0.00627846,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83692e-09,3.83687e-09,3.83683e-09,4.08603e-09,5,5,5,3.83683e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
30,0.0109152,0.866025,0.433013,0.25,4.55614,8.04773,0.00463829,0.00483829,0.00578843,0.00566443,0.00345669,0.0035187,0.00642568,0.00625568,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83685e-09,3.83687e-09,3.8367e-09,3.97529e-09,5,5,5,3.8367e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
35,0.0125214,0.819152,0.496732,0.286788,5.08689,8.32788,0.00480573,0.00500572,0.00567264,0.00554864,0.00342077,0.00348277,0.006388,0.006218,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83685e-09,3.83687e-09,3.83924e-09,3.93017e-09,5,5,5,3.83924e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
40,0.0140324,0.766044,0.55667,0.321394,5.63761,8.17896,0.00498382,0.00518382,0.00555375,0.00542975,0.00339344,0.00345544,0.00633613,0.00616613,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83686e-09,3.83686e-09,3.85784e-09,3.90296e-09,5,5,5,3.85784e-09,3.83687e-09,5,5,2,1,0,3,1,1,2,1
45,0.0154365,0.707107,0.612372,0.353553,6.42943,7.63706,0.00517206,0.00537206,0.00543315,0.00530915,0.00337458,0.00343658,0.00627103,0.00610104,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,2.98616e-06,3.83686e-09,3.83686e-09,3.89708e-09,3.88293e-09,2.98616e-06,5,5,3.89708e-09,3.83686e-09,5,5,2,1,0,3,1,1,2,1
