ang,peso,ux,uy,uz,miss,miss_ideal,b1_ideal,b1_medido,b2_ideal,b2_medido,b3_ideal,b3_medido,b4_ideal,b4_medido,XPv,XPt,Xv,Xt,XNv,XNt,YPv,YPt,Yv,Yt,YNv,YNt,ZPv,ZPt,Zv,Zt,ZNv,ZNt,k1XY,k1XZ,k1YZ,k2XY,k2XZ,k2YZ,k3XY,k3XZ,k3YZ,k4XY,k4XZ,k4YZ,dominante_ideal_v,votos_X_v,votos_Y_v,votos_Z_v,dominante_ideal_t,votos_X_t,votos_Y_t,votos_Z_t
0,0,1,0,0,6.06332,0,0.00440253,0.00460253,0.00564887,0.00552488,0.00440253,0.00446453,0.00564887,0.00547888,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,2.73314e-08,3.83701e-09,3.83785e-09,5,5,5,5,3.83785e-09,3.83701e-09,1.36406e-05,5,0,3,0,1,0,2,2,0
5,0.00190265,0.996195,0.0754791,0.0435779,6.03249,0.95048,0.00446538,0.00466538,0.00562164,0.00549764,0.0043449,0.0044069,0.00567046,0.00550046,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,4.45442e-09,3.83696e-09,3.83827e-09,0.0157229,5,5,5,3.83827e-09,3.83696e-09,4.99054,5,2,1,0,3,1,1,2,1
10,0.00379082,0.984808,0.150384,0.0868241,6.1405,1.85274,0.00453329,0.00473328,0.00558909,0.00546509,0.00429263,0.00435463,0.00568613,0.00551612,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.95835e-09,3.83694e-09,3.83982e-09,8.91059e-06,5,5,5,3.83982e-09,3.83694e-09,5,5,2,1,0,3,1,1,2,1
15,0.00565014,0.965926,0.224144,0.12941,6.4354,2.65988,0.00460603,0.00480603,0.00555163,0.00542763,0.00424582,0.00430782,0.00569566,0.00552566,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.88662e-09,3.83693e-09,3.85226e-09,4.85866e-07,5,5,5,3.85226e-09,3.83693e-09,5,5,2,1,0,3,1,1,2,1
20,0.00746646,0.939693,0.296198,0.17101,6.94611,3.32797,0.00468335,0.00488334,0.00550972,0.00538572,0.00420455,0.00426655,0.00569894,0.00552894,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.85042e-09,3.83693e-09,3.8707e-09,6.84367e-08,5,5,5,3.8707e-09,3.83693e-09,5,5,2,1,0,3,1,1,2,1
25,0.00922596,0.906308,0.365998,0.211309,7.68082,3.81852,0.00476492,0.00496492,0.00546383,0.00533983,0.00416888,0.00423088,0.00569592,0.00552592,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.84018e-09,3.83694e-09,3.89759e-09,1.76797e-08,5,5,5,3.89759e-09,3.83694e-09,5,5,2,1,0,3,1,1,2,1
30,0.0109152,0.866025,0.433013,0.25,8.62724,4.10205,0.00485039,0.00505039,0.00541449,0.00529049,0.00413886,0.00420086,0.00568664,0.00551664,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83827e-09,3.83696e-09,3.94514e-09,7.91367e-09,5,5,5,3.94514e-09,3.83696e-09,5,5,2,1,0,3,1,1,2,1
35,0.0125214,0.819152,0.496732,0.286788,9.75461,4.16348,0.00493929,0.00513929,0.00536224,0.00523824,0.00411452,0.00417652,0.00567123,0.00550124,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,7.55851e-09,5,2.5794,1.81384,5,0.00123953,5,7.59397e-09,1.48635,2.17814,7.82861e-08,4.95175,5,3.83733e-09,3.83701e-09,4.10613e-09,5.38502e-09,5,5,5,4.10613e-09,3.83701e-09,5,5,2,1,0,3,1,1,2,1
40,0.0140324,0.766044,0.55667,0.321394,11.0158,4.00993,0.00503111,0.00523111,0.00530762,0.00518362,0.00409588,0.00415788,0.00564989,0.00547989,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,7.93575e-06,3.83699e-09,3.83709e-09,5.94005e-09,4.57e-09,7.93576e-06,5,5,5.94005e-09,3.83709e-09,5,5,2,1,0,3,1,1,2,1
45,0.0154365,0.707107,0.612372,0.353553,12.3467,3.68241,0.00512526,0.00532526,0.00525118,0.00512718,0.00408295,0.00414494,0.00562288,0.00545288,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,1.05179e-08,3.83689e-09,3.83724e-09,1.11049e-07,4.25657e-09,1.05179e-08,5,5,1.11049e-07,3.83724e-09,5,5,2,1,0,3,1,1,2,1
50,0.0167231,0.642788,0.663414,0.383022,13.671,3.27336,0.00522105,0.00542106,0.00519347,0.00506946,0.00407574,0.00413774,0.00559054,0.00542054,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,4.11486e-09,3.83687e-09,3.83751e-09,4.84918,4.11654e-09,4.11486e-09,5,5,4.84918,3.83751e-09,5,5,2,0,0,4,2,1,1,2
55,0.0178825,0.573576,0.709406,0.409576,14.9049,2.94383,0.00531775,0.00551774,0.00513499,0.005011,0.00407425,0.00413626,0.00555328,0.00538328,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.9207e-09,3.83686e-09,3.83799e-09,5,4.04542e-09,3.9207e-09,5,5,5,3.83799e-09,5,5,2,0,0,4,2,1,1,2
60,0.0189057,0.5,0.75,0.433013,15.9693,2.8898,0.00541449,0.00561449,0.00507628,0.00495228,0.0040785,0.0041405,0.00551154,0.00534154,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.87164e-09,3.83686e-09,3.83878e-09,5,4.00535e-09,3.87164e-09,5,5,5,3.83878e-09,5,5,2,0,0,4,2,1,1,2
65,0.0197851,0.422618,0.784886,0.453154,16.7967,3.18944,0.00551039,0.00571039,0.00501779,0.0048938,0.00408847,0.00415047,0.00546581,0.00529581,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.84482e-09,3.83686e-09,3.84e-09,5,3.98101e-09,3.84482e-09,5,5,5,3.84e-09,5,5,2,0,0,4,2,1,1,2
70,0.0205139,0.34202,0.813798,0.469846,17.3393,3.71879,0.00560445,0.00580446,0.00496,0.004836,0.00410416,0.00416616,0.00541661,0.0052466,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.83709e-09,3.83686e-09,3.84182e-09,5,3.96573e-09,3.83709e-09,5,5,5,3.84182e-09,5,5,2,0,0,4,2,1,1,2
75,0.0210866,0.258819,0.836516,0.482963,17.5706,4.29046,0.00569566,0.00589566,0.00490331,0.00477931,0.00412555,0.00418755,0.00536446,0.00519446,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.83681e-09,3.83686e-09,-1.22106e-08,5,3.95624e-09,3.83681e-09,5,5,5,-1.22102e-08,5,5,2,0,0,4,2,1,1,2
80,0.0214988,0.173648,0.852869,0.492404,17.4858,4.7643,0.00578293,0.00598293,0.00484813,0.00472413,0.00415264,0.00421464,0.00530993,0.00513993,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.83681e-09,3.83686e-09,3.87968e-09,5,3.95099e-09,3.83681e-09,5,5,5,3.87968e-09,5,5,2,0,0,4,2,1,1,2
85,0.0217474,0.0871557,0.86273,0.498097,17.097,5.05859,0.00586517,0.00606517,0.0047948,0.0046708,0.00418539,0.00424739,0.00525356,0.00508356,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.83684e-09,3.83686e-09,3.91909e-09,5,3.94925e-09,3.83684e-09,5,5,5,3.91909e-09,5,5,2,0,0,4,2,1,1,2
90,0.0218305,6.12323e-17,0.866025,0.5,16.4308,5.13665,0.00594129,0.00614129,0.00474365,0.00461965,0.00422376,0.00428576,0.00519588,0.00502588,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.83685e-09,3.83686e-09,4.0167e-09,5,3.95077e-09,3.83685e-09,5,5,5,4.0167e-09,5,5,2,0,0,4,2,1,1,2
95,0.0217474,-0.0871557,0.86273,0.498097,15.5233,4.99553,0.00601024,0.00621024,0.00469497,0.00457097,0.00426771,0.00432971,0.00513743,0.00496743,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.83685e-09,3.83686e-09,4.68396e-09,5,3.95573e-09,3.83685e-09,5,5,5,4.68396e-09,5,5,2,0,0,4,2,1,1,2
100,0.0214988,-0.173648,0.852869,0.492404,14.4166,4.65877,0.00607099,0.00627099,0.00464902,0.00452502,0.00431717,0.00437917,0.00507872,0.00490872,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.83686e-09,3.83686e-09,1.991e-08,5,3.96476e-09,3.83686e-09,5,5,5,1.991e-08,5,5,2,0,0,4,2,1,1,2
105,0.0210866,-0.258819,0.836516,0.482963,13.1573,4.17305,0.00612264,0.00632264,0.00460603,0.00448203,0.00437204,0.00443404,0.00502021,0.00485022,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,7.55851e-09,7.59397e-09,2.5794,2.17814,5,4.95175,5,5,1.21974,1.81384,8.10796e-09,0.00123953,3.83686e-09,3.83686e-09,3.57314e-06,5,3.97921e-09,3.83686e-09,5,5,5,3.57313e-06,5,5,2,0,0,4,2,1,1,2
110,0.0205139,-0.34202,0.813798,0.469846,11.7952,3.60999,0.00616437,0.00636437,0.0045662,0.0044422,0.00443221,0.00449421,0.00496238,0.00479238,7.59397e-09,5,2.17814,1.81384,4.95175,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,7.59397e-09,1.81384,2.17814,0.00123953,4.95175,3.83686e-09,3.83686e-09,5,5,4.00174e-09,3.83686e-09,5,5,5,5,5,5,2,0,0,4,2,1,1,2
115,0.0197851,-0.422618,0.784886,0.453154,10.382,3.07405,0.0061955,0.0063955,0.00452971,0.0044057,0.00449752,0.00455952,0.00490564,0.00473564,7.59397e-09,5,2.17814,1.81384,4.95175,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,7.59397e-09,1.81384,2.17814,0.00123953,4.95175,3.83686e-09,3.83685e-09,5,5,4.03762e-09,3.83686e-09,5,5,5,5,5,5,2,0,0,4,2,1,1,2
120,0.0189057,-0.5,0.75,0.433013,8.97348,2.70703,0.00621553,0.00641553,0.0044967,0.0043727,0.00456779,0.00462979,0.00485039,0.00468039,7.59397e-09,5,2.17814,1.81384,4.95175,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,7.59397e-09,1.81384,2.17814,0.00123953,4.95175,3.83686e-09,3.83685e-09,5,5,4.0978e-09,3.83686e-09,5,5,5,5,5,5,2,1,1,2,0,2,1,1
125,0.0178825,-0.573576,0.709406,0.409576,7.6296,2.64075,0.00622411,0.00642411,0.00446731,0.00434332,0.00464277,0.00470477,0.00479697,0.00462697,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,5,1.81384,1.81384,0.00123953,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,3.83686e-09,3.83682e-09,5,5,4.20639e-09,3.83686e-09,5.10704e-07,5,5,5,5,5.10704e-07,2,1,1,2,0,2,1,1
130,0.0167231,-0.642788,0.663414,0.383022,6.41643,2.87857,0.00622111,0.00642111,0.00444166,0.00431766,0.00472219,0.00478419,0.00474573,0.00457573,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,5,1.81384,1.81384,0.00123953,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,3.83686e-09,3.83675e-09,5,5,4.42055e-09,3.83686e-09,6.25891e-09,5,5,5,5,6.25891e-09,2,1,1,2,0,2,1,1
135,0.0154365,-0.707107,0.612372,0.353553,5.40587,3.28278,0.00620657,0.00640658,0.00441981,0.00429581,0.00480569,0.00486769,0.00469694,0.00452694,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,5,1.81384,1.81384,0.00123953,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,3.83686e-09,3.83667e-09,5,5,4.88777e-09,3.83686e-09,4.02868e-09,5,5,5,5,4.02868e-09,1,1,2,1,1,1,2,1
140,0.0140324,-0.766044,0.55667,0.321394,4.66476,3.6957,0.00618075,0.00638074,0.00440186,0.00427786,0.00489287,0.00495488,0.00465087,0.00448087,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,5,1.81384,1.81384,0.00123953,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,3.83686e-09,3.83661e-09,5,5,6.02966e-09,3.83686e-09,3.90289e-09,5,5,5,5,3.90289e-09,1,1,2,1,1,1,2,1
145,0.0125214,-0.819152,0.496732,0.286788,4.22621,4.00082,0.00614405,0.00634406,0.00438786,0.00426386,0.00498325,0.00504526,0.00460775,0.00443775,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,5,1.81384,1.81384,0.00123953,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,3.83686e-09,3.84254e-09,5,5,9.21233e-09,3.83686e-09,3.85819e-09,5,5,5,5,3.85819e-09,1,1,2,1,1,1,2,1
150,0.0109152,-0.866025,0.433013,0.25,4.05492,4.12025,0.0060971,0.0062971,0.00437786,0.00425386,0.00507628,0.00513828,0.00456779,0.00439779,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,5,1.81384,1.81384,0.00123953,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,3.83686e-09,3.85214e-09,5,5,1.96343e-08,3.83686e-09,3.83998e-09,5,5,5,5,3.83998e-09,1,1,2,1,1,1,2,1
155,0.00922596,-0.906308,0.365998,0.211309,4.05201,4.00485,0.00604063,0.00624063,0.00437187,0.00424787,0.00517131,0.00523331,0.00453115,0.00436115,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,5,1.81384,1.81384,0.00123953,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,3.83686e-09,3.8639e-09,5,5,6.19059e-08,3.83686e-09,3.83799e-09,5,5,5,5,3.83799e-09,1,1,2,1,1,1,2,1
160,0.00746646,-0.939693,0.296198,0.17101,4.10537,3.63088,0.00597551,0.00617551,0.00436993,0.00424593,0.00526764,0.00532964,0.004498,0.004328,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,5,1.81384,1.81384,0.00123953,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,3.83686e-09,3.88088e-09,5,5,2.97216e-07,3.83686e-09,3.83716e-09,5,5,5,5,3.83716e-09,1,1,2,1,1,1,2,1
165,0.00565014,-0.965926,0.224144,0.12941,4.13357,3.00063,0.00590272,0.00610272,0.00437204,0.00424804,0.00536446,0.00542646,0.00446846,0.00429846,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,5,5,1.81384,1.81384,0.00123953,0.00123953,7.59397e-09,7.59397e-09,2.17814,2.17814,4.95175,4.95175,3.83686e-09,3.9119e-09,5,5,2.58608e-06,3.83686e-09,3.83692e-09,5,5,5,5,3.83692e-09,1,1,2,1,1,1,2,1
